instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_norm,atemp_norm,hum_norm,windspeed_norm
367,2012-01-02,Musim Dingin,2012,Januari,Libur,Senin,Tak Kerja,Sedikit Berawan,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0.266545600537097,0.2273935374253241,0.3920863753213367,0.6334600707153774
368,2012-01-03,Musim Dingin,2012,Januari,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.15,0.126275,0.44125,0.365671,89,2147,2236,0.11322798237488484,0.06196346044190644,0.45372750642673515,0.7076883336532177
369,2012-01-04,Musim Dingin,2012,Januari,Tak Libur,Rabu,Kerja,Berkabut,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0.06027089605632939,0.05285639878061456,0.42630642673521846,0.334607097966835
370,2012-01-05,Musim Dingin,2012,Januari,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0.2575615865992903,0.2616638121230768,0.5389892030848329,0.22181337052923972
371,2012-01-06,Musim Dingin,2012,Januari,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0.34270910510498837,0.34285685032705604,0.557411825192802,0.2999895066972629
372,2012-01-07,Musim Dingin,2012,Januari,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0.41643284555495663,0.40916066967487597,0.5467012853470437,0.314111142011494
373,2012-01-08,Musim Dingin,2012,Januari,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.3375,0.340258,0.465,0.191542,599,2826,3425,0.346862186721453,0.3428450366120155,0.4781491002570694,0.34871224086026115
374,2012-01-09,Musim Dingin,2012,Januari,Tak Libur,Senin,Kerja,Berkabut,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0.20564370522166842,0.22106007352856238,0.7215084832904884,0.15772588483383784
375,2012-01-10,Musim Dingin,2012,Januari,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0.31097098873746076,0.3147126431953526,0.6648041131105399,0.34048664598379663
376,2012-01-11,Musim Dingin,2012,Januari,Tak Libur,Rabu,Kerja,Berkabut,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0.2679461597140866,0.26745121985796233,0.87146529562982,0.22435732643840195
377,2012-01-12,Musim Dingin,2012,Januari,Tak Libur,Kamis,Kerja,Berkabut,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0.40293439576462936,0.39755566360000116,0.8256215938303342,0.32691132210872914
378,2012-01-13,Musim Dingin,2012,Januari,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0.2679461597140866,0.2235317652420551,0.5218508997429305,0.7333278633470998
379,2012-01-14,Musim Dingin,2012,Januari,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.18,0.183087,0.4575,0.187183,333,2160,2493,0.15060945507033574,0.1365368803181407,0.4704370179948586,0.33972593307416865
380,2012-01-15,Musim Dingin,2012,Januari,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0.13399588255538752,0.10836510785134247,0.4310200514138817,0.47181991595874667
381,2012-01-16,Musim Dingin,2012,Januari,Libur,Senin,Tak Kerja,Sedikit Berawan,0.19,0.190663,0.5225,0.231358,217,2081,2298,0.16306994596881935,0.14648140311231006,0.5372750642673522,0.43079501920645485
382,2012-01-17,Musim Dingin,2012,Januari,Tak Libur,Selasa,Kerja,Berkabut,0.373043,0.364278,0.716087,0.34913,127,2808,2935,0.39115050952193336,0.3743745294203508,0.7363362467866323,0.6735881920864005
383,2012-01-18,Musim Dingin,2012,Januari,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.303333,0.275254,0.443333,0.415429,109,3267,3376,0.30428842746860396,0.25751851077883353,0.45586940874035986,0.8102670679547523
384,2012-01-19,Musim Dingin,2012,Januari,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.19,0.190038,0.4975,0.220158,130,3162,3292,0.16306994596881935,0.14566100623449119,0.5115681233933161,0.40770563007953675
385,2012-01-20,Musim Dingin,2012,Januari,Tak Libur,Jumat,Kerja,Berkabut,0.2175,0.220958,0.45,0.20275,115,3048,3163,0.19733629593964935,0.18624768057394697,0.4627249357326478,0.3718181224079842
386,2012-01-21,Musim Dingin,2012,Januari,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.173333,0.174875,0.83125,0.222642,67,1234,1301,0.14230204578831668,0.12575752166110282,0.8547557840616966,0.4128265267394711
387,2012-01-22,Musim Dingin,2012,Januari,Tak Libur,Minggu,Tak Kerja,Berkabut,0.1625,0.16225,0.79625,0.199638,196,1781,1977,0.1288035959979894,0.10918550472916137,0.8187660668380462,0.36540257071486193
388,2012-01-23,Musim Dingin,2012,Januari,Tak Libur,Senin,Kerja,Berkabut,0.218333,0.243058,0.91125,0.110708,145,2287,2432,0.19837425483149307,0.2152569141736227,0.9370179948586118,0.18206869794193142
389,2012-01-24,Musim Dingin,2012,Januari,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.3425,0.349108,0.835833,0.123767,439,3900,4339,0.35309243217069486,0.35446185640193084,0.8594683804627249,0.20899051335339774
390,2012-01-25,Musim Dingin,2012,Januari,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.294167,0.294821,0.64375,0.161071,467,3803,4270,0.29286714151105386,0.2832028399120849,0.6619537275064268,0.28589467156683973
391,2012-01-26,Musim Dingin,2012,Januari,Tak Libur,Kamis,Kerja,Berkabut,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,0.3520544732788511,0.36357416860324077,0.7913449871465296,0.10514763499716434
392,2012-01-27,Musim Dingin,2012,Januari,Tak Libur,Jumat,Kerja,Berkabut,0.425,0.415383,0.74125,0.342667,269,3187,3456,0.4558914820831848,0.44145674132584534,0.762210796915167,0.6602643776286085
393,2012-01-28,Musim Dingin,2012,Januari,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.315833,0.326379,0.543333,0.210829,775,3248,4023,0.31986404109170846,0.3246269753844182,0.5586971722365037,0.3884734058683744
394,2012-01-29,Musim Dingin,2012,Januari,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.2825,0.272721,0.31125,0.24005,558,2685,3243,0.27832948677979297,0.25419360631240917,0.32005141388174807,0.44871403441102375
395,2012-01-30,Musim Dingin,2012,Januari,Tak Libur,Senin,Kerja,Sedikit Berawan,0.269167,0.262625,0.400833,0.215792,126,3498,3624,0.26171591426484475,0.24094124330687405,0.4121676092544987,0.39870489142524
396,2012-01-31,Musim Dingin,2012,Januari,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.39,0.381317,0.416667,0.261817,324,4185,4509,0.4122797639384921,0.3967405172622004,0.42844935732647815,0.4935878498686688
397,2012-02-01,Musim Dingin,2012,Februari,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.469167,0.466538,0.507917,0.189067,304,4275,4579,0.5109257322345174,0.5086045849815652,0.5222796915167094,0.34360989817373244
398,2012-02-02,Musim Dingin,2012,Februari,Tak Libur,Kamis,Kerja,Berkabut,0.399167,0.398971,0.672917,0.187187,190,3571,3761,0.423702295945132,0.41991377563182375,0.691945501285347,0.33973417928457117
399,2012-02-03,Musim Dingin,2012,Februari,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.313333,0.309346,0.526667,0.178496,310,3841,4151,0.3167489183670876,0.3022688633525958,0.5415598971722365,0.32181722563260284
400,2012-02-04,Musim Dingin,2012,Februari,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.264167,0.272725,0.779583,0.121896,384,2448,2832,0.2554856688156029,0.2541988568524272,0.801627763496144,0.20513334843764208
401,2012-02-05,Musim Dingin,2012,Februari,Tak Libur,Minggu,Tak Kerja,Berkabut,0.265833,0.264521,0.687917,0.175996,318,2629,2947,0.2575615865992903,0.2434299992754254,0.7073696658097686,0.31666334413105873
402,2012-02-06,Musim Dingin,2012,Februari,Tak Libur,Senin,Kerja,Sedikit Berawan,0.282609,0.296426,0.622174,0.1538,206,3578,3784,0.27846530613058645,0.28530961909432384,0.6397676092544987,0.27090512260774857
403,2012-02-07,Musim Dingin,2012,Februari,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.354167,0.361104,0.49625,0.147379,199,4176,4375,0.36763008690195564,0.37020822591603536,0.5102827763496144,0.2576678933591825
404,2012-02-08,Musim Dingin,2012,Februari,Tak Libur,Rabu,Kerja,Berkabut,0.256667,0.266421,0.722917,0.133721,109,2693,2802,0.2461403006417402,0.24592400578399487,0.743359383033419,0.22951120793994617
405,2012-02-09,Musim Dingin,2012,Februari,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.265,0.261988,0.562083,0.194037,163,3667,3830,0.25652362770744663,0.24010509480900105,0.5779773778920309,0.3538558145988023
406,2012-02-10,Musim Dingin,2012,Februari,Tak Libur,Jumat,Kerja,Berkabut,0.280833,0.293558,0.54,0.116929,227,3604,3831,0.2762523229470158,0.2815449819013885,0.5552699228791774,0.19489361667037405
407,2012-02-11,Musim Dingin,2012,Februari,Tak Libur,Sabtu,Tak Kerja,Petir/Hujan/Salju,0.224167,0.210867,0.73125,0.289796,192,1977,2169,0.20564370522166842,0.17300188074343442,0.7519280205655526,0.5512680300813511
408,2012-02-12,Musim Dingin,2012,Februari,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.1275,0.101658,0.464583,0.409212,73,1456,1529,0.08519187785329667,0.0296503245358785,0.4777203084832905,0.7974503954367123
409,2012-02-13,Musim Dingin,2012,Februari,Tak Libur,Senin,Kerja,Sedikit Berawan,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0.2035665413888912,0.19537705703031555,0.422879177377892,0.2987010363218768
410,2012-02-14,Musim Dingin,2012,Februari,Tak Libur,Selasa,Kerja,Berkabut,0.319167,0.333946,0.50875,0.141179,135,3787,3922,0.3240183687572629,0.33455968446354706,0.5231362467866324,0.24488626723535284
411,2012-02-15,Musim Dingin,2012,Februari,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.348333,0.351629,0.53125,0.1816,141,4028,4169,0.3603606365117803,0.3577710092483012,0.5462724935732648,0.3282162849049202
412,2012-02-16,Musim Dingin,2012,Februari,Tak Libur,Kamis,Kerja,Berkabut,0.316667,0.330162,0.752917,0.091425,74,2931,3005,0.320903246032642,0.32959267360648037,0.7742077120822621,0.14231577914422067
413,2012-02-17,Musim Dingin,2012,Februari,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.343333,0.351629,0.634583,0.205846,349,3805,4154,0.35413039106253846,0.3577710092483012,0.6525275064267352,0.3782006892594965
414,2012-02-18,Musim Dingin,2012,Februari,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,0.3582847187280929,0.3627537717254219,0.5496997429305913,0.3474485091160825
415,2012-02-19,Musim Dingin,2012,Februari,Tak Libur,Minggu,Tak Kerja,Berkabut,0.28,0.265788,0.515833,0.253112,618,2071,2689,0.27521436405517213,0.2450931078261399,0.5304195372750642,0.4756420344802919
416,2012-02-20,Musim Dingin,2012,Februari,Libur,Senin,Tak Kerja,Sedikit Berawan,0.28,0.273391,0.507826,0.229083,502,2627,3129,0.27521436405517213,0.25507307176543104,0.522186118251928,0.4261049870400496
417,2012-02-21,Musim Dingin,2012,Februari,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.287826,0.295113,0.594348,0.205717,163,3614,3777,0.2849659442323254,0.2835861293334019,0.6111547557840616,0.37793474897401685
418,2012-02-22,Musim Dingin,2012,Februari,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.395833,0.392667,0.567917,0.234471,394,4379,4773,0.4195479682795776,0.41163892456339124,0.5839763496143958,0.4372126324521777
419,2012-02-23,Musim Dingin,2012,Februari,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.454167,0.444446,0.554583,0.190913,516,4546,5062,0.4922349958867919,0.47960585246192566,0.5702652956298201,0.34741552427447264
420,2012-02-24,Musim Dingin,2012,Februari,Tak Libur,Jumat,Kerja,Berkabut,0.4075,0.410971,0.7375,0.237567,246,3241,3487,0.43408562301083836,0.4356653956859462,0.7583547557840618,0.44359519930369
421,2012-02-25,Musim Dingin,2012,Februari,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.290833,0.255675,0.395833,0.421642,317,2415,2732,0.2887128138454994,0.23181843002552804,0.4070262210796915,0.82307549426239
422,2012-02-26,Musim Dingin,2012,Februari,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.279167,0.268308,0.41,0.205229,515,2874,3389,0.2741764051633284,0.24840094803750562,0.4215938303341902,0.3769287113049154
423,2012-02-27,Musim Dingin,2012,Februari,Tak Libur,Senin,Kerja,Sedikit Berawan,0.366667,0.357954,0.490833,0.268033,253,4069,4322,0.3832057005250602,0.3660734256518282,0.5047125964010283,0.5064024608341084
424,2012-02-28,Musim Dingin,2012,Februari,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.359167,0.353525,0.395833,0.193417,229,4134,4363,0.3738603323511975,0.3602597652168525,0.4070262210796915,0.3525776519864193
425,2012-02-29,Musim Dingin,2012,Februari,Tak Libur,Rabu,Kerja,Berkabut,0.344348,0.34847,0.804783,0.179117,65,1769,1834,0.35539513088873453,0.35362439526905337,0.8275403598971722,0.3230974497975865
426,2012-03-01,Musim Dingin,2012,Maret,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.485833,0.475371,0.615417,0.226987,325,4665,4990,0.5316923863659302,0.520199089976404,0.6328195372750642,0.4217839727891549
427,2012-03-02,Musim Dingin,2012,Maret,Tak Libur,Jumat,Kerja,Berkabut,0.353333,0.359842,0.657083,0.144904,246,2948,3194,0.36659088196102213,0.3685516805403435,0.6756637532133676,0.25256555067265374
428,2012-03-03,Musim Dingin,2012,Maret,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.414167,0.413492,0.62125,0.161079,956,3110,4066,0.4423930322928575,0.43897454853231654,0.6388174807197943,0.2859111639876447
429,2012-03-04,Musim Dingin,2012,Maret,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.325833,0.303021,0.403333,0.334571,710,2713,3423,0.33232453199019213,0.29396644694906865,0.4147383033419023,0.6435740477740077
430,2012-03-05,Musim Dingin,2012,Maret,Tak Libur,Senin,Kerja,Sedikit Berawan,0.243333,0.241171,0.50625,0.228858,203,3130,3333,0.22952548207770213,0.21277997192011194,0.5205655526992288,0.42564113770491063
431,2012-03-06,Musim Dingin,2012,Maret,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.258333,0.255042,0.456667,0.200875,221,3735,3956,0.24821621842542757,0.23098753206767308,0.4695804627249357,0.367952711281826
432,2012-03-07,Musim Dingin,2012,Maret,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.404167,0.3851,0.513333,0.345779,432,4484,4916,0.4299325413943738,0.40170621548426244,0.5278488431876607,0.6666799293217307
433,2012-03-08,Musim Dingin,2012,Maret,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.5275,0.524604,0.5675,0.441563,486,4896,5382,0.583611513792642,0.5848240491534553,0.583547557840617,0.8641436836192948
434,2012-03-09,Musim Dingin,2012,Maret,Tak Libur,Jumat,Kerja,Berkabut,0.410833,0.397083,0.407083,0.4148,447,4122,4569,0.438238704627303,0.41743552074330836,0.41859434447300764,0.8089703513689638
435,2012-03-10,Musim Dingin,2012,Maret,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.2875,0.277767,0.350417,0.22575,968,3150,4118,0.2845597322290348,0.2608171625451677,0.3603259640102827,0.41923383222219085
436,2012-03-11,Musim Dingin,2012,Maret,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,0.37706517061028744,0.36832590731956777,0.49044421593830334,0.41271314134643716
437,2012-03-12,Musim Dingin,2012,Maret,Tak Libur,Senin,Kerja,Sedikit Berawan,0.466667,0.459592,0.489167,0.207713,838,4460,5298,0.5078106095098964,0.49948702224023733,0.5029994858611825,0.3820496079648497
438,2012-03-13,Musim Dingin,2012,Maret,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.565,0.542929,0.6175,0.23695,762,5085,5847,0.6303383546619555,0.608878085611105,0.634961439588689,0.4423232213491089
439,2012-03-14,Musim Dingin,2012,Maret,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.5725,0.548617,0.507083,0.115062,997,5315,6312,0.6396837228358183,0.6163443535167591,0.5214221079691516,0.19104469796502083
440,2012-03-15,Musim Dingin,2012,Maret,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,0.6209929864880929,0.5956152215255338,0.595972236503856,0.2628300210711291
441,2012-03-16,Musim Dingin,2012,Maret,Tak Libur,Jumat,Kerja,Berkabut,0.435833,0.436229,0.842083,0.113192,548,3830,4378,0.46938993187351213,0.46881993062986516,0.8658951156812339,0.18718959460186577
442,2012-03-17,Musim Dingin,2012,Maret,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,0.5669979412776938,0.5591515337352446,0.7772061696658097,0.18206045173152896
443,2012-03-18,Musim Dingin,2012,Maret,Tak Libur,Minggu,Tak Kerja,Berkabut,0.4725,0.464,0.81,0.126883,2207,3685,5892,0.515078813850982,0.5052731173401184,0.8329048843187661,0.21541431125692245
444,2012-03-19,Musim Dingin,2012,Maret,Tak Libur,Senin,Kerja,Sedikit Berawan,0.545,0.532821,0.72875,0.162317,982,5171,6153,0.6054173728649884,0.5956099709855157,0.7493573264781491,0.2884633661072094
445,2012-03-20,Musim Dingin,2012,Maret,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,0.6251460681045575,0.6031077421312782,0.8307629820051413,0.20384487806225604
446,2012-03-21,Musim Semi,2012,Maret,Tak Libur,Rabu,Kerja,Berkabut,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,0.5888038003500401,0.5699308923922825,0.8444730077120822,0.1384674789046476
447,2012-03-22,Musim Semi,2012,Maret,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,0.6168399048716282,0.59396392668986,0.8547557840616966,0.19619857946656502
448,2012-03-23,Musim Semi,2012,Maret,Tak Libur,Jumat,Kerja,Berkabut,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,0.6760272366394254,0.6445003743635032,0.7137964010282776,0.19359690008458552
449,2012-03-24,Musim Semi,2012,Maret,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,0.5524602865464329,0.5351132488976491,0.9104544987146529,0.35127062763762773
450,2012-03-25,Musim Semi,2012,Maret,Tak Libur,Minggu,Tak Kerja,Berkabut,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,0.47146709570628936,0.47047253810054357,0.9057408740359897,0.40897760803411787
451,2012-03-26,Musim Semi,2012,Maret,Tak Libur,Senin,Kerja,Sedikit Berawan,0.445833,0.43875,0.477917,0.386821,795,4763,5558,0.4818504227719957,0.4721290834762354,0.4914313624678663,0.7512901711562817
452,2012-03-27,Musim Semi,2012,Maret,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.323333,0.315654,0.29,0.187192,531,4571,5102,0.3292094092655712,0.31054896496104617,0.29820051413881743,0.33974448704757426
453,2012-03-28,Musim Semi,2012,Maret,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.484167,0.47095,0.48125,0.291671,674,5024,5698,0.5296164685822429,0.5143959306214643,0.4948586118251928,0.5551334412075092
454,2012-03-29,Musim Semi,2012,Maret,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.494167,0.482304,0.439167,0.31965,834,5299,6133,0.5420769594807265,0.5292995884626733,0.4515856041131105,0.6128136214201912
455,2012-03-30,Musim Semi,2012,Maret,Tak Libur,Jumat,Kerja,Berkabut,0.37,0.375621,0.580833,0.138067,796,4663,5459,0.3873587821415248,0.38926374827651017,0.5972575835475579,0.2384707155422306
456,2012-03-31,Musim Semi,2012,Maret,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,0.45485352319134115,0.44975915772937247,0.7592113110539845,0.4704984607417508
457,2012-04-01,Musim Semi,2012,April,Tak Libur,Minggu,Tak Kerja,Berkabut,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,0.45692944097502847,0.4439559983744328,0.6953727506426735,0.30897581448335537
458,2012-04-02,Musim Semi,2012,April,Tak Libur,Senin,Kerja,Sedikit Berawan,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,0.4669975176210032,0.4573790039305542,0.5186097686375322,0.5973292998369519
459,2012-04-03,Musim Semi,2012,April,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,0.5078106095098964,0.5019692150337661,0.4078838046272493,0.16026777919039945
460,2012-04-04,Musim Semi,2012,April,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,0.6012642912485238,0.5964356184033527,0.48286169665809764,0.3269278145295341
461,2012-04-05,Musim Semi,2012,April,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.435,0.431163,0.374167,0.219529,1192,5265,6457,0.46835197298166836,0.46217012169701654,0.384747557840617,0.40640891349374825
462,2012-04-06,Musim Semi,2012,April,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,0.42889333645344024,0.4091449180548219,0.3877460154241645,0.5731039952270934
463,2012-04-07,Musim Semi,2012,April,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,0.47146709570628936,0.45556231708431205,0.2613542416452442,0.520499357517132
464,2012-04-08,Musim Semi,2012,April,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.5,0.492425,0.275833,0.232596,2230,2939,5169,0.549345163821812,0.5425847673433212,0.28363290488431875,0.4333472213260195
465,2012-04-09,Musim Semi,2012,April,Tak Libur,Senin,Kerja,Sedikit Berawan,0.489167,0.476638,0.3175,0.358196,905,4680,5585,0.5358467140314846,0.5218621985271185,0.3264781491002571,0.6922782279636005
466,2012-04-10,Musim Semi,2012,April,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.446667,0.436233,0.435,0.249375,819,5099,5918,0.48288962771292926,0.46882518116988325,0.4473007712082262,0.4679380124117836
467,2012-04-11,Musim Semi,2012,April,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.348696,0.337274,0.469565,0.295274,482,4380,4862,0.36081295233139526,0.338928133758557,0.48284318766066836,0.5625612152275347
468,2012-04-12,Musim Semi,2012,April,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.3975,0.387604,0.46625,0.290429,663,4746,5409,0.4216251321123548,0.40499305353555604,0.47943444730077117,0.552572992877542
469,2012-04-13,Musim Semi,2012,April,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,0.47769734115553114,0.4630167712749256,0.4198796915167095,0.27434997700338076
470,2012-04-14,Musim Semi,2012,April,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.495,0.487996,0.502917,0.190917,2795,4665,7460,0.5431149183725702,0.5367711069083454,0.5171383033419023,0.34742377048487516
471,2012-04-15,Musim Semi,2012,April,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,0.6822574820886673,0.6494988884606782,0.5222796915167094,0.41795360805720727
472,2012-04-16,Musim Semi,2012,April,Libur,Senin,Tak Kerja,Sedikit Berawan,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,0.7539053047549482,0.7033825553958224,0.5775496143958869,0.541028298314083
473,2012-04-17,Musim Semi,2012,April,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.608333,0.598487,0.390417,0.273629,989,5702,6691,0.6843333998723548,0.6818054611916835,0.4014570694087404,0.517938909187165
474,2012-04-18,Musim Semi,2012,April,Tak Libur,Rabu,Kerja,Berkabut,0.463333,0.457038,0.569167,0.167912,347,4020,4367,0.5036562818443421,0.4961345524387183,0.5852616966580977,0.29999775290766534
475,2012-04-19,Musim Semi,2012,April,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,0.5472679999890347,0.5433999136811221,0.6298200514138818,0.08975484634939232
476,2012-04-20,Musim Semi,2012,April,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,0.5825735549007983,0.5732347946986347,0.7142241645244215,0.26280528243992174
477,2012-04-21,Musim Semi,2012,April,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.57,0.542921,0.682917,0.283587,2541,4083,6624,0.6365686001111973,0.6088675845310689,0.7022282776349614,0.5384678499841158
478,2012-04-22,Musim Semi,2012,April,Tak Libur,Minggu,Tak Kerja,Petir/Hujan/Salju,0.396667,0.389504,0.835417,0.344546,120,907,1027,0.4205871732205111,0.4074870600441255,0.8590406169665809,0.6641380349651692
479,2012-04-23,Musim Semi,2012,April,Tak Libur,Senin,Kerja,Berkabut,0.321667,0.301125,0.766667,0.303496,195,3019,3214,0.3271334914818838,0.2914776909805173,0.7883465295629819,0.5795113007098133
480,2012-04-24,Musim Semi,2012,April,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.413333,0.405283,0.454167,0.249383,518,5115,5633,0.4413538273519239,0.4281991277802921,0.4670097686375321,0.46795450483258855
481,2012-04-25,Musim Semi,2012,April,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.476667,0.470317,0.427917,0.118792,655,5541,6196,0.5202711004083801,0.5135650326636093,0.4400174807197943,0.19873428916532476
482,2012-04-26,Musim Semi,2012,April,Tak Libur,Kamis,Kerja,Berkabut,0.498333,0.483583,0.756667,0.176625,475,4551,5026,0.5472679999890347,0.5309784486334419,0.7780637532133675,0.31796006071684724
483,2012-04-27,Musim Semi,2012,April,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,0.4963880775032566,0.49035764578386887,0.4121676092544987,0.6705020478432759
484,2012-04-28,Musim Semi,2012,April,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,0.3956661914235438,0.39173543999000293,0.5034272493573264,0.22178863189803233
485,2012-04-29,Musim Semi,2012,April,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,0.49742603639510025,0.4870550561125211,0.6036843187660669,0.19485032406576105
486,2012-04-30,Musim Semi,2012,April,Tak Libur,Senin,Kerja,Berkabut,0.464167,0.457696,0.57,0.171638,665,4907,5572,0.5046954867852755,0.496998266271686,0.5861182519280205,0.30767909789756687
487,2012-05-01,Musim Semi,2012,Mei,Tak Libur,Selasa,Kerja,Berkabut,0.613333,0.577021,0.659583,0.156096,653,5087,5740,0.6905636453215965,0.6536284381848673,0.6782344473007712,0.2756384473787668
488,2012-05-02,Musim Semi,2012,Mei,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.564167,0.537896,0.797083,0.138058,667,5502,6169,0.6293003957701119,0.6022715936334052,0.8196226221079691,0.23845216156882504
